idCampo,idPanel,tipobd,visible,orden,descripcion,tipoOpor,id
200000,1000,0,True,1,cliCodigo,,7391
200001,1000,0,True,1,cliNombre,,7405
200002,1000,0,True,1,cliNif,,7419
200003,1000,0,True,1,cliCorreo,,7436
200004,1000,0,True,1,cliTelefono1,,7453
200005,1000,0,True,1,cliTelefono2,,7470
200006,1000,0,True,1,cliTelefono3,,7484
200007,1000,0,True,1,cliFax,,7498
200008,1000,0,True,1,cliMovil,,7512
200009,1000,0,True,1,cliDomicilio,,7528
200010,1000,0,True,1,cliPoblacion,,7542
200011,1000,0,True,1,cliCodPostal,,7556
200012,1000,0,True,1,cliProvincia,,7570
200013,1000,0,True,1,cliNacionalidad,,7584
200014,1000,0,True,1,cliUsuario,,7598
200015,1000,0,True,1,cliEstado,,7612
200016,1000,0,True,1,cliFechaAlta,,7626
200017,1000,0,True,1,cliTipo,,7640
200018,1000,0,True,1,cliNombreComercial,,7654
200019,1000,0,True,1,cliPais,,7668
200020,1000,0,True,1,cliFechaNacimiento,,7682
200021,1000,0,True,1,cliEdad,,7696
200000,1000,1,True,1,cliCodigo,,7392
200001,1000,1,True,1,cliNombre,,7406
200002,1000,1,True,1,cliNif,,7420
200003,1000,1,True,1,cliCorreo,,7437
200004,1000,1,True,1,cliTelefono1,,7454
200005,1000,1,True,1,cliTelefono2,,7471
200006,1000,1,True,1,cliTelefono3,,7485
200007,1000,1,True,1,cliFax,,7499
200008,1000,1,True,1,cliMovil,,7513
200009,1000,1,True,1,cliDomicilio,,7529
200010,1000,1,True,1,cliPoblacion,,7543
200011,1000,1,True,1,cliCodPostal,,7557
200012,1000,1,True,1,cliProvincia,,7571
200013,1000,1,True,1,cliNacionalidad,,7585
200014,1000,1,True,1,cliUsuario,,7599
200015,1000,1,True,1,cliEstado,,7613
200016,1000,1,True,1,cliFechaAlta,,7627
200017,1000,1,True,1,cliTipo,,7641
200018,1000,1,True,1,cliNombreComercial,,7655
200019,1000,1,True,1,cliPais,,7669
200020,1000,1,True,1,cliFechaNacimiento,,7683
200021,1000,1,True,1,cliEdad,,7697
200000,1000,2,True,1,cliCodigo,,7393
200001,1000,2,True,1,cliNombre,,7407
200002,1000,2,True,1,cliNif,,7421
200003,1000,2,True,1,cliCorreo,,7438
200004,1000,2,True,1,cliTelefono1,,7455
200005,1000,2,True,1,cliTelefono2,,7472
200006,1000,2,True,1,cliTelefono3,,7486
200007,1000,2,True,1,cliFax,,7500
200008,1000,2,True,1,cliMovil,,7514
200009,1000,2,True,1,cliDomicilio,,7530
200010,1000,2,True,1,cliPoblacion,,7544
200011,1000,2,True,1,cliCodPostal,,7558
200012,1000,2,True,1,cliProvincia,,7572
200013,1000,2,True,1,cliNacionalidad,,7586
200014,1000,2,True,1,cliUsuario,,7600
200015,1000,2,True,1,cliEstado,,7614
200016,1000,2,True,1,cliFechaAlta,,7628
200017,1000,2,True,1,cliTipo,,7642
200018,1000,2,True,1,cliNombreComercial,,7656
200019,1000,2,True,1,cliPais,,7670
200020,1000,2,True,1,cliFechaNacimiento,,7684
200021,1000,2,True,1,cliEdad,,7698
200000,1000,3,True,1,cliCodigo,,7394
200001,1000,3,True,1,cliNombre,,7408
200002,1000,3,True,1,cliNif,,7422
200003,1000,3,True,1,cliCorreo,,7439
200004,1000,3,True,1,cliTelefono1,,7456
200005,1000,3,True,1,cliTelefono2,,7473
200006,1000,3,True,1,cliTelefono3,,7487
200007,1000,3,True,1,cliFax,,7501
200008,1000,3,True,1,cliMovil,,7515
200009,1000,3,True,1,cliDomicilio,,7531
200010,1000,3,True,1,cliPoblacion,,7545
200011,1000,3,True,1,cliCodPostal,,7559
200012,1000,3,True,1,cliProvincia,,7573
200013,1000,3,True,1,cliNacionalidad,,7587
200014,1000,3,True,1,cliUsuario,,7601
200015,1000,3,True,1,cliEstado,,7615
200016,1000,3,True,1,cliFechaAlta,,7629
200017,1000,3,True,1,cliTipo,,7643
200018,1000,3,True,1,cliNombreComercial,,7657
200019,1000,3,True,1,cliPais,,7671
200020,1000,3,True,1,cliFechaNacimiento,,7685
200021,1000,3,True,1,cliEdad,,7699
200000,1000,4,True,1,cliCodigo,,7395
200001,1000,4,True,1,cliNombre,,7409
200002,1000,4,True,1,cliNif,,7423
200003,1000,4,True,1,cliCorreo,,7440
200004,1000,4,True,1,cliTelefono1,,7457
200005,1000,4,True,1,cliTelefono2,,7474
200006,1000,4,True,1,cliTelefono3,,7488
200007,1000,4,True,1,cliFax,,7502
200008,1000,4,True,1,cliMovil,,7516
200009,1000,4,True,1,cliDomicilio,,7532
200010,1000,4,True,1,cliPoblacion,,7546
200011,1000,4,True,1,cliCodPostal,,7560
200012,1000,4,True,1,cliProvincia,,7574
200013,1000,4,True,1,cliNacionalidad,,7588
200014,1000,4,True,1,cliUsuario,,7602
200015,1000,4,True,1,cliEstado,,7616
200016,1000,4,True,1,cliFechaAlta,,7630
200017,1000,4,True,1,cliTipo,,7644
200018,1000,4,True,1,cliNombreComercial,,7658
200019,1000,4,True,1,cliPais,,7672
200020,1000,4,True,1,cliFechaNacimiento,,7686
200021,1000,4,True,1,cliEdad,,7700
200000,1000,5,True,1,cliCodigo,,7396
200001,1000,5,True,1,cliNombre,,7410
200002,1000,5,True,1,cliNif,,7424
200003,1000,5,True,1,cliCorreo,,7441
200004,1000,5,True,1,cliTelefono1,,7458
200005,1000,5,True,1,cliTelefono2,,7475
200006,1000,5,True,1,cliTelefono3,,7489
200007,1000,5,True,1,cliFax,,7503
200008,1000,5,True,1,cliMovil,,7517
200009,1000,5,True,1,cliDomicilio,,7533
200010,1000,5,True,1,cliPoblacion,,7547
200011,1000,5,True,1,cliCodPostal,,7561
200012,1000,5,True,1,cliProvincia,,7575
200013,1000,5,True,1,cliNacionalidad,,7589
200014,1000,5,True,1,cliUsuario,,7603
