indice,Orden,descripcion,diasfechaact,confechaven,diasfechaven,confechaavi,diasfechaavi,autoimporte,importe,origenimporte,campo,tipocuenta,condcto,plantilladcto,dctoenaltas,conemail,plantillaemail,emailenaltas,codigo,conactuenlace,actuenlace,tipotarifa,unidad,Referencia,honogasto,dias,tipo,alertas,actuenaltas,concodopeemail,codopeemailenaltas,codopeemail,autoimportecuentas,tipoactu,codsubusu,notas,notas2,notas3,notas4,notas5,notas6,campo1,campo2,campo3,backcolor,tiempo,tiempoprevisto,publicar,agenda,campo4,campo5,campo6,campo7,campo8,campo9,campo10,campo11,campo12,campo13,campo14,campo15,campo16,campo17,campo18,campofecha1,campofecha2,campofecha3,campofecha4,campofecha5,campofecha6,campofecha7,campofecha8,campofecha9,campofecha10,campofecha11,campofecha12,conlink,link,conlinkaltas,incluirlineasel,titulolink,tipodocumentolink,linkcarpeta,actufacturada,alarma,indexal,concodopeemailword,emailwordenaltas,plantillaemailusu,RecConWordCli,RecPlantillaWordCli,IndexTimeRecWordCli,RecConUsu,IndexTimeRecUsu,RecConWordUsu,RecPlantillaWordUsu,IndexTimeRecWordUsu,InfConEmailCli,InfPlantillaEmailCli,InfEmailCorreoenaltas,InfIdPlantillaEmailCli,RecConSmsCli,id_plantillasms,IndexTimeRecSmsCli,aula,fcostemateriales,fcosteamortizacion,fcosteterceros,fcosteotros,fcampolibre6,fcampolibre7,fcampolibre8,fcampolibre9,fcampolibre10,aplicarcoste,preciocoste,itabClase,fcostetotalcoste,fcostetotalbeneficio,fcosteporbeneficio,precio,campo19,campo20,campo21,campo22,campo23,campo24,campo25,campo26,campo27,campofecha13,campofecha14,campofecha15,campofecha16,campofecha17,campofecha18,RecConSMSAbo,id_plantillaSMSAbo,IndexTimeRecSMSAbo,RecConWordAbo,RecPlantillaWordAbo,IndexTimeRecWordAbo,RecConSMSPro,id_plantillaSMSPro,IndexTimeRecSMSPro,RecConWordPro,RecPlantillaWordPro,IndexTimeRecWordPro,incluiractufechatipo,tipoplazoseg,RecConPlantillaCli,RecPlantillaCli,IndexTiempoRecordaCli,IndexIncluirRecordaCli,tipohistotr,emailCliRealizarActuacion,emailCliRealizarActuacionPlantillaID,infEmailUsu,infPlantillaEmailUsu,infEmailUsuRealizarActu,InfIdPlantillaEmailUsu,porComision,importeFijoComision,valorDefecto,idTipoResp,idTarifa,dpto,numActAviso,numDiasAviso,ctaiva,autoCoste,autoCosteImporte,favorito,citaonline,actuRealizada
-1,0,Revisión 1 año,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2218,0,,0,1.0,,0,0,Actuación,0,1,0,,,0,-1,0,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,6610596.0000,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,0,1,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.0000,-1,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0.0000,,False,
-1,8,Revisión 1 año,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2219,0,,0,1.0,,0,0,Actuación,0,1,0,,,0,-1,0,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,7649020.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,0,1,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0.0000,-1,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0.0000,,False,
0,01,Introducción: Conocer y comunicar la normativa de protección de datos,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2153,0,,-1,1.0,,0,0,Protección de Datos,0,0,0,,-1,0,1,0,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fswiss\fprq2\fcharset0 Microsoft Sans Serif;}{\f2\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\sa200\sl276\slmult1\f0\fs24   \fs22 Adjuntamos la Gu\'eda oficial de la AGPD con el fin de que te pueda servir para adquirir un conocimiento suficiente para la gesti\'f3n de tus datos de acuerdo a la normativa vigente. \par
 Adem\'e1s en este expediente hemos incluido una serie de actuaciones que te ayudar\'e1n a revisar y gestionar las cuestiones m\'e1s relevantes en materia de protecci\'f3n de datos:\par
\pard\fi-360\li720\sa200\sl276\slmult1  \f1 -\tab\f0 Realizar un An\'e1lisis de Seguridad de MN program y gestionar las posibles incidencias\par
 \f1 -\tab\f0 Realizar una Auditor\'eda de Datos de MN program y gestionar las posibles incidencias\par
 \f1 -\tab\f0 Identificar los datos personales que se tratan\par
 \f1 -\tab\f0 Realizar, documentar y registrar las actividades de tratamiento \par
 \f1 -\tab\f0 Evaluar el nivel de seguridad actual (EIPD) \par
 \f1 -\tab\f0 Realizar y comunicar el Documento de Seguridad\par
 \f1 -\tab\f0 Analizar y adaptar a la normativa vigente los Contratos de tratamiento y confidencialidad firmados con los distintos implicados\par
 \f1 -\tab\f0 Realizar las comunicaciones pertinentes en materia de protecci\'f3n de datos \par
 \f1 -\tab\f0 Si fuese necesario nombrar e identificar al Delegado de protecci\'f3n de datos\par
 \f1 -\tab\f0 Establecer un calendario de controles peri\'f3dicos de cumplimiento\par
\pard  \f2\fs20\par
 \par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,16777215.0000,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,0,0,0,-1,0,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,0.0000,0,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0.0000,,False,
0,01,Primera Consulta,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2143,0,,0,1.0,,0,0,Cita,0,1,0,,-1,0,0,0,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,8689404.0000,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,0,0,0,0,0,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,0.0000,0,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0.0000,,False,
0,02,Cita,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2144,0,,0,1.0,,0,0,Cita,0,1,0,,-1,0,0,2,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,16777215.0000,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,0,0,0,0,0,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,0.0000,0,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100000012,0,,,,,,,,,,,,,0,0.0000,,True,
0,02,Paso 1: Nombramiento del Delegado de Protección de Datos,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2154,0,,-1,1.0,,0,0,Protección de Datos,0,0,0,,-1,0,1,0,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fswiss\fprq2\fcharset0 Microsoft Sans Serif;}{\f2\fnil\fcharset0 Microsoft Sans Serif;}}
{\colortbl ;\red44\green42\blue41;\red65\green169\blue64;\red0\green0\blue255;}
\viewkind4\uc1\pard\sa200\sl276\slmult1\f0\fs24     \fs22 El DPD ser\'e1 el garante del cumplimiento del RGPD. Su misi\'f3n, adem\'e1s de asesorar a la empresa, ser\'e1 asegurarse de que se cumple con las obligaciones en protecci\'f3n de datos. Ser\'e1 interlocutor con la AEPD y los ciudadanos que quieran ejercer sus derechos ante la empresa\par
 No todas las organizaciones est\'e1n obligadas a contar con esta figura, y en todo caso podr\'eda ser un empleado o un externo.\par
 El DPD estar\'e1 presente de forma obligatoria en:\par
\pard\fi-360\li720\sa200\sl276\slmult1  \f1 -\tab\f0 Las organizaciones p\'fablicas\par
 \f1 -\tab\f0 Las empresas que realicen tratamiento masivo de datos o a gran escala. Y aqu\'ed no se refiere tanto al tama\'f1o de la organizaci\'f3n como al riesgo que pueda suponer para los datos, sin depender del tama\'f1o de la empresa o el n\'famero de empleados. Por ejemplo, un taller que tiene miles de clientes pero una peque\'f1a cl\'ednica dental, con menos clientes pero con datos sensibles s\'ed est\'e1 obligada.\par
\pard\fi-360\li720  \f1 -\tab\f0 Las \cf1\b empresas que traten datos de especial protecci\'f3n\cf0\b0 , como podr\'edan ser etnia, ideolog\'eda, religi\'f3n, \cf2 datos gen\'e9ticos, relativos a la salud, biom\'e9tricos <https://www.sage.com/es-es/blog/el-reglamento-general-de-proteccion-de-datos-i-aspectos-basicos/>\cf0  u orientaci\'f3n sexual, entre otros\par
 \f1 -\tab\f0 Empresas que recojan caracter\'edsticas psicol\'f3gicas y de comportamiento de las personas\par
\pard  Si necesitas formaci\'f3n para ejercer esta funci\'f3n puedes revisar el esquema de certificaci\'f3n de la AGPD: \cf3\ul <https://www.aepd.es/reglamento/cumplimiento/delegado-de-proteccion-de-datos.html>\cf0\ulnone\par
 \f2\fs20\par
 \par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,16777215.0000,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,0,0,0,-1,0,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,0.0000,0,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0.0000,,False,
0,03,Paso 2: Identificación de los datos personales que se tratan,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2155,0,,-1,1.0,,0,0,Protección de Datos,0,0,0,,-1,0,1,0,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\sa200\sl276\slmult1\f0\fs24   \fs22 Para poder determinar que procedimientos debemos realizar, antes debemos analizar los tipos de datos que tratamos.\par
\pard  De acuerdo con el \i\fs23 RGPD <https://www.iberley.es/legislacion/reglamento-ue-2016-679-27-abr-doue-reglamento-general-europeo-proteccion-datos-gdpr-rgpd-24473701>\i0\fs22 , se consideran \'abdatos personales\'bb toda informaci\'f3n sobre una \ul\b persona f\'edsica\ulnone\b0  cuya identidad pueda determinarse, directa o indirectamente, en particular mediante un identificador, como por ejemplo un nombre, un n\'famero de identificaci\'f3n, datos de localizaci\'f3n, un identificador en l\'ednea o uno o varios elementos propios de la identidad f\'edsica, fisiol\'f3gica, gen\'e9tica, ps\'edquica, econ\'f3mica, cultural o social de dicha persona.\par
 Hay una serie de \ul\b datos especialmente sensibles\ulnone\b0  que requieren especial atenci\'f3n, a modo informativo citamos algunos: origen \'e9tnico o racial, las opiniones pol\'edticas, las convicciones religiosas o filos\'f3ficas, o la afiliaci\'f3n sindical, y el tratamiento de datos gen\'e9ticos, datos biom\'e9tricos dirigidos a identificar de manera un\'edvoca a una persona f\'edsica, datos relativos a la salud o datos relativos a la vida sexual o las orientaci\'f3n sexuales de una persona f\'edsica y aquellos  relativos a condenas e infracciones penales. \par
 Para ayudarte con este proceso adjuntamos un documento que te servir\'e1 de gu\'eda para analizar aquellos supuestos m\'e1s habituales.\par
 \f1\fs20\par
 \par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,16777215.0000,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,0,0,0,-1,0,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,0.0000,0,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0.0000,,False,
0,03,Receta,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2149,0,,0,1.0,,0,0,Cita,0,1,0,,-1,0,0,0,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,16777215.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,0,0,0,0,0,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,0.0000,0,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0.0000,,False,
0,04,Paso 3: Registro de las actividades de tratamiento,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2156,0,,-1,1.0,,0,0,Protección de Datos,0,0,0,,-1,0,1,0,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fswiss\fprq2\fcharset0 Calibri;}{\f1\fswiss\fprq2\fcharset0 Microsoft Sans Serif;}{\f2\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\sa200\sl276\slmult1\f0\fs24   \fs22 El RGPD sustituye la obligaci\'f3n de inscribir ficheros en la AEPD por la de realizar un registro de actividades de tratamiento.\par
 Dicha obligaci\'f3n corresponde tanto al Responsable del fichero como al Encargado del tratamiento. \par
 Todos debemos contar con documentaci\'f3n interna relativa a las actividades de tratamiento que realizamos, pero el RGPD no obliga a cualquier responsable o encargado a realizar el Registro de dicha documentaci\'f3n en todos los casos. Registrar las actividades de tratamiento en la AGPD ser\'e1 obligatorio si:\par
\pard\fi-360\li720\sa200\sl276\slmult1  \f1 -\tab\f0 La empresa u organizaci\'f3n tenga m\'e1s de 250 empleados.\par
 \f1 -\tab\f0 Se realicen tratamientos que puedan entra\'f1ar un riesgo para los derechos y libertades de los interesados, no sean ocasionales, o incluyan categor\'edas especiales de datos personales.\par
 \f1 -\tab\f0 Se realice un tratamiento de datos personales relativos a condenas e infracciones penales.\par
\pard  Si est\'e1s en alguno de estos casos deber\'e1s ir a la sede de la agencia e inscribir los documentos correspondientes: <https://sedeagpd.gob.es/sede-electronica-web/vistas/infoSede/queSede.jsf>\par
 Puedes utilizar el documento adjunto al paso anterior como gu\'eda para documentar las actividades de tratamiento m\'e1s comunes.\par
 \f2\fs20\par
 \par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,16777215.0000,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,0,0,0,-1,0,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,0.0000,0,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0.0000,,False,
0,04,Revisión,0,0,0,0,0,0,0.0000,0,,HONORARIO,0,,0,0,,0,2145,0,,0,1.0,,0,0,Cita,0,1,0,,-1,0,0,0,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
","{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",,,,16777215.0000,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,0,0,0,0,0,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,0.0000,0,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,0.0000,,False,
